Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
284000131.000000,5959.000000,10315.000000,295643.000000,169331.000000,106496528.000000,4996.000000
285000568.000000,5365.000000,8276.000000,289281.000000,178113.000000,106963922.000000,4938.000000
286000002.000000,10407.000000,20358.000000,292649.000000,165292.000000,107421863.000000,5982.000000
287000884.000000,11748.000000,20550.000000,284645.000000,174940.000000,107881448.000000,8124.000000
288001900.000000,6293.000000,10900.000000,292468.000000,173173.000000,108347089.000000,5566.000000
289000086.000000,6012.000000,10794.000000,297347.000000,167014.000000,108811450.000000,5375.000000
290000539.000000,16742.000000,31303.000000,281499.000000,169354.000000,109262303.000000,9456.000000
291000112.000000,5395.000000,9283.000000,294318.000000,170341.000000,109726962.000000,4885.000000
292000243.000000,5814.000000,9805.000000,295197.000000,172593.000000,110194752.000000,5281.000000
293000045.000000,17015.000000,31841.000000,270654.000000,178334.000000,110643740.000000,9932.000000
294001318.000000,6093.000000,10607.000000,293548.000000,173559.000000,111110847.000000,5426.000000
295000099.000000,5362.000000,8856.000000,292842.000000,173715.000000,111577404.000000,4865.000000
296000013.000000,16049.000000,29855.000000,278852.000000,173497.000000,112029753.000000,9371.000000
297001635.000000,5570.000000,9074.000000,295726.000000,174183.000000,112499662.000000,5048.000000
298000324.000000,17977.000000,17197.000000,284083.000000,173642.000000,112957387.000000,16650.000000
299000586.000000,15954.000000,29121.000000,274151.000000,170935.000000,113402473.000000,9326.000000
300000839.000000,5444.000000,8977.000000,293017.000000,172031.000000,113867521.000000,4827.000000
301000021.000000,5316.000000,8594.000000,292377.000000,171971.000000,114331869.000000,4682.000000
302001365.000000,16953.000000,29374.000000,278007.000000,175246.000000,114785122.000000,10271.000000
303000156.000000,5260.000000,8299.000000,292648.000000,172411.000000,115250181.000000,4473.000000
304000452.000000,5276.000000,8682.000000,286838.000000,173772.000000,115710791.000000,4499.000000
305003037.000000,15619.000000,28668.000000,280226.000000,175093.000000,116166110.000000,9184.000000
306001382.000000,10084.000000,11395.000000,295386.000000,172070.000000,116633566.000000,9301.000000
307000005.000000,6840.000000,9568.000000,291304.000000,175779.000000,117100649.000000,6216.000000
308000032.000000,13473.000000,25578.000000,285559.000000,175376.000000,117561584.000000,7829.000000
309000822.000000,10376.000000,14720.000000,288226.000000,178460.000000,118028270.000000,8859.000000
310000026.000000,8361.000000,11716.000000,299749.000000,170650.000000,118498669.000000,7589.000000
311000325.000000,8220.000000,10622.000000,304278.000000,169321.000000,118972268.000000,7513.000000
312000064.000000,16374.000000,28263.000000,284817.000000,172348.000000,119429433.000000,10113.000000
313000806.000000,8494.000000,11214.000000,303921.000000,170614.000000,119903968.000000,7783.000000
314000527.000000,22958.000000,20152.000000,296018.000000,169926.000000,120369912.000000,21592.000000
315002106.000000,18513.000000,30248.000000,279232.000000,175994.000000,120825138.000000,12087.000000
316000033.000000,6059.000000,10605.000000,297074.000000,173160.000000,121295372.000000,5384.000000
317002171.000000,5738.000000,8853.000000,297276.000000,172821.000000,121765469.000000,5136.000000
318000629.000000,14757.000000,27034.000000,276448.000000,178756.000000,122220673.000000,8725.000000
319000083.000000,5240.000000,8271.000000,298887.000000,173959.000000,122693519.000000,4634.000000
320000844.000000,5034.000000,8660.000000,295943.000000,175427.000000,123164889.000000,4488.000000
321002227.000000,14728.000000,26958.000000,284840.000000,176858.000000,123626587.000000,8683.000000
322000670.000000,6758.000000,9076.000000,296148.000000,170286.000000,124093021.000000,6101.000000
