Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
249000003.000000,49878.000000,41956.000000,270307.000000,166333.000000,90640555.000000,40950.000000
250000010.000000,52010.000000,23965.000000,266043.000000,178845.000000,91085443.000000,50378.000000
251000008.000000,53179.000000,30791.000000,275718.000000,175285.000000,91536446.000000,50899.000000
252000009.000000,50376.000000,40691.000000,269885.000000,167020.000000,91973351.000000,41657.000000
253002522.000000,52674.000000,28603.000000,271648.000000,178631.000000,92423630.000000,51318.000000
254000031.000000,52812.000000,28959.000000,267030.000000,180677.000000,92871337.000000,50507.000000
255000263.000000,50748.000000,42847.000000,265527.000000,170044.000000,93306908.000000,41789.000000
256000014.000000,52478.000000,28508.000000,266789.000000,179135.000000,93752832.000000,50824.000000
257000051.000000,53378.000000,27502.000000,273089.000000,179734.000000,94205655.000000,51805.000000
258000006.000000,51941.000000,43068.000000,265914.000000,172773.000000,94644342.000000,43455.000000
259000004.000000,53786.000000,26952.000000,272936.000000,181365.000000,95098643.000000,52360.000000
260002982.000000,54372.000000,27350.000000,277232.000000,182679.000000,95558554.000000,52536.000000
261000005.000000,51928.000000,40699.000000,261946.000000,174908.000000,95995408.000000,43471.000000
262001118.000000,54412.000000,30903.000000,273502.000000,180960.000000,96449870.000000,52366.000000
263000018.000000,53410.000000,27939.000000,283296.000000,177420.000000,96910586.000000,51416.000000
264000033.000000,50269.000000,33748.000000,276499.000000,170674.000000,97357759.000000,44260.000000
265000004.000000,54473.000000,37322.000000,277230.000000,179216.000000,97814205.000000,50023.000000
266000017.000000,53672.000000,29042.000000,275641.000000,180756.000000,98270602.000000,51277.000000
267000014.000000,53349.000000,29999.000000,278308.000000,179394.000000,98728304.000000,49907.000000
268003362.000000,52398.000000,41763.000000,277604.000000,171717.000000,99177625.000000,45577.000000
269000364.000000,53112.000000,28586.000000,279763.000000,179361.000000,99636749.000000,51169.000000
270000006.000000,52431.000000,28246.000000,288284.000000,176341.000000,100101374.000000,49636.000000
271000040.000000,53146.000000,43501.000000,270231.000000,174511.000000,100546116.000000,45569.000000
272000023.000000,53320.000000,28331.000000,280835.000000,178405.000000,101005356.000000,51148.000000
273004459.000000,52715.000000,27464.000000,291258.000000,174826.000000,101471440.000000,49648.000000
274000013.000000,54620.000000,43728.000000,266447.000000,178194.000000,101916081.000000,47004.000000
275000013.000000,54040.000000,27776.000000,283621.000000,180193.000000,102379895.000000,52422.000000
276000011.000000,53170.000000,28765.000000,287066.000000,178221.000000,102845182.000000,50226.000000
277000038.000000,54275.000000,45201.000000,268100.000000,177313.000000,103290595.000000,46554.000000
